image_id,category_id,bbox,score
658,2,"[1480.0, 459.0, 74.0, 85.0]",0.45584350824356
658,5,"[271.0, 588.0, 686.0, 176.0]",0.44055515527725203
658,5,"[168.0, 593.0, 1243.0, 344.0]",0.395016521215438
658,5,"[150.0, 508.0, 1468.0, 294.0]",0.34337317943573
658,7,"[585.0, 385.0, 374.0, 79.0]",0.32372239232063205
658,5,"[871.0, 594.0, 683.0, 174.0]",0.318957030773162
658,7,"[51.0, 387.0, 277.0, 73.0]",0.315170139074325
658,2,"[266.0, 414.0, 1345.0, 260.0]",0.30605953931808405
658,1,"[28.0, 422.0, 88.0, 82.0]",0.305279344320297
658,1,"[109.0, 433.0, 778.0, 153.0]",0.29578647017478904
658,2,"[787.0, 443.0, 197.0, 142.0]",0.27524101734161305
658,7,"[848.0, 392.0, 719.0, 144.0]",0.268684983253479
658,2,"[843.0, 429.0, 720.0, 159.0]",0.265261501073837
658,7,"[198.0, 401.0, 807.0, 131.0]",0.25540909171104403
658,2,"[253.0, 431.0, 739.0, 153.0]",0.25246128439903204
658,5,"[48.0, 537.0, 96.0, 62.0]",0.24528363347053503
658,1,"[1480.0, 459.0, 74.0, 85.0]",0.23947794735431602
658,7,"[901.0, 400.0, 55.0, 54.0]",0.236429125070571
658,2,"[888.0, 455.0, 103.0, 126.0]",0.23471568524837402
658,7,"[211.0, 386.0, 513.0, 73.0]",0.23126459121704102
658,7,"[810.0, 333.0, 771.0, 164.0]",0.22567678987979803
658,7,"[193.0, 335.0, 810.0, 129.0]",0.22358460724353701
658,5,"[269.0, 641.0, 107.0, 104.0]",0.223449379205703
658,5,"[904.0, 644.0, 73.0, 103.0]",0.20977383852005002
794,31,"[13.0, 0.0, 738.0, 194.0]",0.6660575866699211
794,31,"[7.0, 0.0, 1362.0, 348.0]",0.397174537181854
794,2,"[641.0, 45.0, 498.0, 794.0]",0.368420511484146
903,31,"[0.0, 6.0, 1920.0, 1051.0]",0.998384475708007
177,5,"[243.0, 708.0, 425.0, 194.0]",0.72564947605133
177,5,"[1619.0, 795.0, 265.0, 160.0]",0.7122896909713741
177,8,"[535.0, 356.0, 74.0, 86.0]",0.5754456520080561
177,18,"[1364.0, 139.0, 450.0, 353.0]",0.572282195091247
177,18,"[598.0, 130.0, 1235.0, 353.0]",0.513122618198394
177,8,"[314.0, 340.0, 79.0, 90.0]",0.483422994613647
177,8,"[1644.0, 505.0, 74.0, 76.0]",0.46057590842247004
177,5,"[313.0, 686.0, 1576.0, 338.0]",0.42067524790763805
177,1,"[1607.0, 563.0, 262.0, 160.0]",0.39673039317131004
177,5,"[210.0, 728.0, 159.0, 174.0]",0.379641085863113
177,1,"[295.0, 414.0, 634.0, 227.0]",0.378152787685394
177,1,"[890.0, 460.0, 80.0, 74.0]",0.348955482244491
177,7,"[1648.0, 493.0, 247.0, 87.0]",0.31690472364425604
177,1,"[311.0, 421.0, 1546.0, 295.0]",0.303498804569244
177,1,"[385.0, 504.0, 1485.0, 349.0]",0.29569932818412703
177,18,"[655.0, 126.0, 461.0, 289.0]",0.28000491857528603
177,1,"[262.0, 421.0, 147.0, 215.0]",0.257083564996719
177,5,"[472.0, 741.0, 160.0, 165.0]",0.235542073845863
177,7,"[1807.0, 500.0, 72.0, 71.0]",0.213125482201576
24,2,"[1773.0, 566.0, 93.0, 106.0]",0.50143164396286
24,20,"[0.0, 301.0, 893.0, 189.0]",0.479014575481414
24,31,"[1399.0, 51.0, 521.0, 879.0]",0.261651813983917
24,2,"[1020.0, 522.0, 52.0, 78.0]",0.20121030509471802
459,2,"[962.0, 580.0, 173.0, 173.0]",0.7388677597045891
459,31,"[878.0, 15.0, 1015.0, 1017.0]",0.6823711395263671
459,7,"[1029.0, 509.0, 68.0, 75.0]",0.677170574665069
459,5,"[982.0, 823.0, 140.0, 153.0]",0.39163789153099005
439,31,"[8.0, 0.0, 797.0, 563.0]",0.5751401782035821
439,2,"[771.0, 492.0, 97.0, 85.0]",0.233545243740081
22,20,"[20.0, 237.0, 755.0, 221.0]",0.622724592685699
22,2,"[1663.0, 514.0, 91.0, 103.0]",0.49914571642875605
22,31,"[1465.0, 22.0, 455.0, 900.0]",0.450641572475433
22,31,"[1457.0, 16.0, 463.0, 364.0]",0.214269161224365
486,31,"[0.0, 17.0, 1903.0, 951.0]",0.9057980775833131
486,23,"[965.0, 768.0, 210.0, 126.0]",0.37975686788558904
486,1,"[820.0, 672.0, 76.0, 108.0]",0.367187231779098
486,5,"[809.0, 844.0, 89.0, 97.0]",0.30574768781661904
486,7,"[855.0, 623.0, 51.0, 64.0]",0.286367177963256
486,1,"[706.0, 675.0, 192.0, 112.0]",0.28617602586746205
486,5,"[730.0, 815.0, 170.0, 122.0]",0.25987866520881603
486,31,"[111.0, 22.0, 940.0, 722.0]",0.20221376419067302
668,18,"[710.0, 38.0, 434.0, 362.0]",0.775159180164337
668,18,"[129.0, 23.0, 1096.0, 345.0]",0.616449296474456
668,2,"[1782.0, 422.0, 72.0, 81.0]",0.5097466707229611
668,5,"[585.0, 515.0, 773.0, 132.0]",0.42976561188697804
668,5,"[117.0, 491.0, 708.0, 165.0]",0.342495888471603
668,5,"[110.0, 509.0, 1269.0, 319.0]",0.32347145676612804
668,1,"[1162.0, 407.0, 237.0, 102.0]",0.320095658302307
668,5,"[904.0, 524.0, 364.0, 89.0]",0.299793571233749
668,5,"[671.0, 526.0, 363.0, 104.0]",0.298996061086654
668,1,"[515.0, 394.0, 860.0, 134.0]",0.290880918502807
668,5,"[512.0, 528.0, 1332.0, 310.0]",0.275250136852264
668,18,"[595.0, 17.0, 1112.0, 392.0]",0.273374944925308
668,5,"[1179.0, 541.0, 663.0, 165.0]",0.273115456104278
668,1,"[1315.0, 420.0, 95.0, 86.0]",0.25865951180458
668,7,"[915.0, 356.0, 400.0, 65.0]",0.24306723475456202
668,7,"[501.0, 346.0, 839.0, 114.0]",0.24143163859844202
668,5,"[1152.0, 527.0, 236.0, 91.0]",0.23656542599201202
668,5,"[113.0, 497.0, 65.0, 85.0]",0.227127492427825
668,1,"[457.0, 356.0, 65.0, 71.0]",0.21826325356960202
668,5,"[1170.0, 490.0, 692.0, 153.0]",0.205210968852043
388,5,"[1550.0, 628.0, 84.0, 90.0]",0.6651455760002131
388,1,"[678.0, 360.0, 421.0, 226.0]",0.5814444422721861
388,18,"[940.0, 31.0, 444.0, 384.0]",0.5221703052520751
388,5,"[689.0, 559.0, 399.0, 328.0]",0.43396547436714106
388,18,"[269.0, 34.0, 1115.0, 357.0]",0.426153749227523
388,1,"[551.0, 379.0, 1169.0, 304.0]",0.41155394911766
388,1,"[321.0, 338.0, 740.0, 232.0]",0.37635022401809604
388,5,"[617.0, 627.0, 1141.0, 320.0]",0.360040783882141
388,1,"[1554.0, 480.0, 111.0, 100.0]",0.34951794147491405
388,1,"[313.0, 329.0, 85.0, 95.0]",0.347560286521911
388,5,"[693.0, 690.0, 126.0, 197.0]",0.329359322786331
388,5,"[881.0, 595.0, 780.0, 171.0]",0.32269909977912903
388,18,"[229.0, 6.0, 492.0, 282.0]",0.310581177473068
388,7,"[722.0, 248.0, 87.0, 97.0]",0.28327304124832103
388,1,"[322.0, 276.0, 1221.0, 331.0]",0.283060103654861
388,7,"[1590.0, 428.0, 64.0, 62.0]",0.272284507751464
388,1,"[843.0, 382.0, 250.0, 148.0]",0.27100902795791604
388,7,"[330.0, 241.0, 719.0, 164.0]",0.26747989654541005
388,1,"[972.0, 423.0, 683.0, 167.0]",0.25613433122634804
388,5,"[324.0, 465.0, 57.0, 84.0]",0.23218545317649802
388,7,"[736.0, 327.0, 885.0, 153.0]",0.200383111834526
535,31,"[393.0, 21.0, 470.0, 854.0]",0.5515556931495661
535,31,"[520.0, 503.0, 360.0, 370.0]",0.27471294999122603
535,1,"[897.0, 631.0, 87.0, 65.0]",0.24490496516227703
200,18,"[1201.0, 51.0, 490.0, 339.0]",0.717067539691925
200,18,"[533.0, 38.0, 1106.0, 355.0]",0.6867077350616451
200,5,"[1203.0, 682.0, 163.0, 149.0]",0.5810279846191401
200,1,"[1189.0, 439.0, 487.0, 160.0]",0.557097852230072
200,5,"[1204.0, 552.0, 450.0, 284.0]",0.48578727245330805
200,1,"[210.0, 407.0, 1437.0, 298.0]",0.48560982942581105
200,1,"[1607.0, 454.0, 81.0, 77.0]",0.462417304515838
200,5,"[141.0, 532.0, 1458.0, 399.0]",0.44097220897674505
200,5,"[84.0, 550.0, 235.0, 130.0]",0.427005767822265
200,5,"[77.0, 504.0, 692.0, 178.0]",0.374888777732849
200,8,"[1252.0, 377.0, 62.0, 70.0]",0.37184605002403204
200,1,"[1337.0, 430.0, 344.0, 91.0]",0.305677682161331
200,1,"[217.0, 300.0, 1502.0, 266.0]",0.272723048925399
200,1,"[648.0, 371.0, 73.0, 74.0]",0.26061215996742204
200,1,"[157.0, 348.0, 602.0, 166.0]",0.258869141340255
200,1,"[1196.0, 445.0, 167.0, 181.0]",0.258571237325668
200,5,"[1345.0, 550.0, 323.0, 87.0]",0.24320703744888303
200,18,"[542.0, 32.0, 482.0, 313.0]",0.24316835403442302
200,7,"[1238.0, 382.0, 437.0, 73.0]",0.21599462628364502
200,8,"[104.0, 277.0, 68.0, 68.0]",0.21349270641803703
200,2,"[93.0, 349.0, 220.0, 141.0]",0.20617911219596802
104,31,"[24.0, 2.0, 806.0, 445.0]",0.462633788585662
104,2,"[715.0, 463.0, 142.0, 157.0]",0.419709086418151
104,2,"[713.0, 457.0, 705.0, 182.0]",0.40947529673576305
104,7,"[759.0, 389.0, 219.0, 99.0]",0.346843212842941
104,5,"[711.0, 667.0, 136.0, 153.0]",0.33504435420036305
104,2,"[728.0, 459.0, 257.0, 161.0]",0.32497206330299305
104,7,"[716.0, 379.0, 647.0, 159.0]",0.301767259836196
104,5,"[735.0, 605.0, 627.0, 209.0]",0.281141459941864
104,5,"[725.0, 642.0, 253.0, 178.0]",0.243206918239593
104,7,"[752.0, 392.0, 59.0, 70.0]",0.24283617734909002
104,1,"[1294.0, 493.0, 129.0, 157.0]",0.221587270498275
104,1,"[776.0, 467.0, 604.0, 177.0]",0.21186786890029902
40,1,"[1281.0, 817.0, 383.0, 263.0]",0.772879302501678
40,29,"[41.0, 909.0, 753.0, 171.0]",0.5627729296684261
40,7,"[1348.0, 696.0, 228.0, 148.0]",0.5057135224342341
40,31,"[0.0, 695.0, 981.0, 134.0]",0.429336100816726
40,29,"[512.0, 911.0, 769.0, 165.0]",0.40723508596420205
40,31,"[0.0, 697.0, 1605.0, 222.0]",0.359982371330261
40,18,"[100.0, 0.0, 1820.0, 904.0]",0.31838467717170704
40,7,"[1357.0, 696.0, 94.0, 104.0]",0.24457281827926602
359,18,"[15.0, 62.0, 389.0, 387.0]",0.6114874482154841
359,5,"[346.0, 812.0, 308.0, 147.0]",0.562444448471069
359,5,"[381.0, 697.0, 815.0, 235.0]",0.47464296221733004
359,5,"[415.0, 600.0, 1031.0, 374.0]",0.44161108136177
359,8,"[342.0, 411.0, 111.0, 102.0]",0.432340532541275
359,1,"[438.0, 487.0, 713.0, 197.0]",0.43108868598937905
359,1,"[439.0, 472.0, 1035.0, 356.0]",0.396178841590881
359,1,"[405.0, 477.0, 146.0, 237.0]",0.34227588772773704
359,8,"[1057.0, 476.0, 66.0, 66.0]",0.294540226459503
359,1,"[881.0, 526.0, 616.0, 179.0]",0.26557534933090204
359,7,"[418.0, 388.0, 722.0, 154.0]",0.255086362361907
359,9,"[1260.0, 432.0, 234.0, 105.0]",0.24653162062168102
359,5,"[904.0, 648.0, 610.0, 209.0]",0.244710430502891
36,2,"[947.0, 656.0, 446.0, 398.0]",0.7749634385108941
36,7,"[1048.0, 407.0, 178.0, 231.0]",0.731514036655426
36,31,"[32.0, 55.0, 1888.0, 701.0]",0.404157996177673
36,31,"[1388.0, 69.0, 524.0, 290.0]",0.324527859687805
36,31,"[1294.0, 47.0, 618.0, 611.0]",0.316095560789108
36,31,"[37.0, 411.0, 1090.0, 267.0]",0.24962607026100103
436,31,"[13.0, 0.0, 777.0, 566.0]",0.564885079860687
436,2,"[803.0, 494.0, 94.0, 79.0]",0.438498467206954
436,5,"[763.0, 614.0, 119.0, 78.0]",0.38240471482276905
436,7,"[790.0, 455.0, 72.0, 44.0]",0.20379737019538802
975,17,"[540.0, 85.0, 1364.0, 958.0]",0.9500176310539241
975,17,"[607.0, 32.0, 505.0, 903.0]",0.7258967757225031
975,17,"[1267.0, 223.0, 622.0, 857.0]",0.6276802420616151
729,7,"[907.0, 184.0, 72.0, 90.0]",0.633413791656494
729,5,"[740.0, 560.0, 634.0, 149.0]",0.6007977724075311
729,7,"[822.0, 224.0, 523.0, 192.0]",0.48519653081893904
729,1,"[648.0, 327.0, 752.0, 212.0]",0.36557865142822205
729,2,"[1289.0, 369.0, 140.0, 145.0]",0.30616950988769503
729,7,"[1337.0, 310.0, 57.0, 60.0]",0.290023505687713
729,5,"[1039.0, 557.0, 359.0, 114.0]",0.28080242872238104
729,18,"[511.0, 168.0, 438.0, 251.0]",0.276650965213775
729,7,"[1033.0, 295.0, 344.0, 109.0]",0.270611643791198
729,1,"[584.0, 383.0, 199.0, 99.0]",0.25501108169555603
729,18,"[26.0, 106.0, 274.0, 312.0]",0.226187050342559
729,2,"[1079.0, 377.0, 356.0, 133.0]",0.222541719675064
729,18,"[62.0, 130.0, 1146.0, 317.0]",0.20892561972141202
729,1,"[697.0, 382.0, 89.0, 97.0]",0.20623397827148401
729,5,"[1329.0, 583.0, 68.0, 99.0]",0.20162019133567802
939,31,"[0.0, 33.0, 1858.0, 951.0]",0.985511183738708
939,31,"[841.0, 261.0, 1033.0, 562.0]",0.25354722142219505
939,31,"[9.0, 46.0, 747.0, 985.0]",0.21450424194335901
681,18,"[865.0, 156.0, 459.0, 361.0]",0.7885029315948481
681,5,"[424.0, 673.0, 508.0, 198.0]",0.5828835964202881
681,18,"[154.0, 148.0, 1174.0, 343.0]",0.5664232969284051
681,1,"[1737.0, 495.0, 74.0, 85.0]",0.472843140363693
681,1,"[409.0, 478.0, 494.0, 207.0]",0.444658935070037
681,5,"[1741.0, 616.0, 59.0, 72.0]",0.43334189057350103
681,7,"[652.0, 427.0, 234.0, 93.0]",0.368056595325469
681,18,"[112.0, 180.0, 525.0, 249.0]",0.31396108865737904
681,7,"[397.0, 432.0, 517.0, 179.0]",0.29770788550376803
681,1,"[636.0, 491.0, 296.0, 143.0]",0.276259839534759
681,7,"[337.0, 429.0, 376.0, 102.0]",0.26143404841423
681,5,"[839.0, 664.0, 83.0, 85.0]",0.24098443984985302
681,7,"[379.0, 398.0, 575.0, 139.0]",0.23674729466438202
681,1,"[857.0, 505.0, 74.0, 108.0]",0.20676356554031303
857,31,"[0.0, 35.0, 1100.0, 1045.0]",0.946976006031036
857,7,"[1253.0, 763.0, 196.0, 128.0]",0.8657925128936761
857,2,"[1247.0, 887.0, 223.0, 193.0]",0.5503156185150141
857,7,"[1356.0, 783.0, 95.0, 105.0]",0.431025952100753
270,18,"[570.0, 6.0, 473.0, 335.0]",0.560275137424469
270,5,"[956.0, 600.0, 544.0, 195.0]",0.49583351612091003
270,18,"[189.0, 7.0, 964.0, 346.0]",0.42447045445442205
270,1,"[913.0, 416.0, 573.0, 188.0]",0.42042556405067405
270,1,"[452.0, 345.0, 74.0, 89.0]",0.357934802770614
270,1,"[507.0, 374.0, 577.0, 169.0]",0.34332463145256004
270,5,"[660.0, 565.0, 1090.0, 392.0]",0.33851945400238004
270,5,"[453.0, 471.0, 69.0, 74.0]",0.33814465999603205
270,2,"[451.0, 348.0, 73.0, 88.0]",0.318167448043823
270,1,"[563.0, 397.0, 1221.0, 295.0]",0.304491907358169
270,1,"[1408.0, 482.0, 101.0, 114.0]",0.291365176439285
270,5,"[470.0, 488.0, 601.0, 176.0]",0.28512609004974304
270,1,"[1395.0, 469.0, 502.0, 194.0]",0.2764573097229
270,5,"[1277.0, 594.0, 585.0, 200.0]",0.275615185499191
270,5,"[1406.0, 672.0, 91.0, 122.0]",0.268021434545516
270,5,"[132.0, 510.0, 1423.0, 436.0]",0.258946657180786
270,5,"[876.0, 557.0, 211.0, 134.0]",0.221608072519302
270,1,"[853.0, 403.0, 232.0, 136.0]",0.21835209429264002
270,18,"[46.0, 0.0, 409.0, 282.0]",0.205994173884391
170,5,"[901.0, 689.0, 138.0, 192.0]",0.701404333114624
170,1,"[1544.0, 347.0, 80.0, 78.0]",0.6665191054344171
170,8,"[938.0, 201.0, 102.0, 128.0]",0.5661488175392151
170,1,"[294.0, 278.0, 1317.0, 301.0]",0.46848818659782404
170,2,"[206.0, 290.0, 91.0, 96.0]",0.34629938006401
170,1,"[561.0, 308.0, 492.0, 256.0]",0.320850402116775
170,5,"[215.0, 422.0, 962.0, 465.0]",0.245519280433654
170,7,"[289.0, 196.0, 765.0, 157.0]",0.24034486711025202
170,1,"[880.0, 316.0, 715.0, 187.0]",0.214773461222648
170,5,"[1542.0, 442.0, 52.0, 69.0]",0.21367527544498402
170,5,"[215.0, 432.0, 507.0, 91.0]",0.20659294724464403
856,31,"[0.0, 0.0, 720.0, 887.0]",0.5704102516174311
856,7,"[901.0, 302.0, 128.0, 137.0]",0.492955446243286
856,1,"[902.0, 432.0, 155.0, 254.0]",0.360291868448257
856,5,"[922.0, 766.0, 167.0, 114.0]",0.350968271493911
345,8,"[967.0, 404.0, 76.0, 95.0]",0.657136917114257
345,5,"[934.0, 705.0, 753.0, 218.0]",0.644977569580078
345,1,"[960.0, 485.0, 688.0, 208.0]",0.544488251209259
345,18,"[29.0, 24.0, 459.0, 385.0]",0.5286706686019891
345,5,"[577.0, 542.0, 103.0, 78.0]",0.40676763653755105
345,5,"[1596.0, 674.0, 75.0, 99.0]",0.38857352733612005
345,5,"[946.0, 770.0, 156.0, 164.0]",0.371810257434844
345,1,"[592.0, 422.0, 83.0, 86.0]",0.33715945482254
345,1,"[696.0, 492.0, 989.0, 381.0]",0.289529711008071
345,1,"[579.0, 455.0, 527.0, 234.0]",0.272301107645034
345,7,"[903.0, 373.0, 734.0, 148.0]",0.254320830106735
345,5,"[580.0, 526.0, 497.0, 415.0]",0.22175692021846702
345,1,"[950.0, 475.0, 158.0, 215.0]",0.200901851058006
612,18,"[801.0, 95.0, 426.0, 302.0]",0.5628780126571651
612,5,"[831.0, 596.0, 544.0, 250.0]",0.5261707305908201
612,5,"[802.0, 717.0, 169.0, 139.0]",0.493378728628158
612,1,"[828.0, 415.0, 573.0, 185.0]",0.43320170044898904
612,18,"[122.0, 50.0, 1135.0, 376.0]",0.408721446990966
612,7,"[836.0, 334.0, 540.0, 122.0]",0.40616017580032304
612,5,"[251.0, 592.0, 1105.0, 345.0]",0.339696586132049
612,18,"[75.0, 101.0, 519.0, 283.0]",0.32811164855957003
612,1,"[266.0, 399.0, 1161.0, 299.0]",0.291819930076599
612,1,"[826.0, 413.0, 156.0, 201.0]",0.286760568618774
612,1,"[355.0, 404.0, 730.0, 203.0]",0.28355470299720703
612,2,"[1307.0, 427.0, 96.0, 118.0]",0.276211589574813
612,5,"[992.0, 596.0, 389.0, 124.0]",0.275964945554733
612,7,"[913.0, 324.0, 206.0, 120.0]",0.275039404630661
612,7,"[352.0, 329.0, 719.0, 141.0]",0.269001245498657
612,5,"[308.0, 471.0, 1121.0, 360.0]",0.26173162460327104
612,5,"[321.0, 575.0, 738.0, 256.0]",0.255513459444046
612,1,"[328.0, 437.0, 73.0, 88.0]",0.23901744186878202
612,2,"[327.0, 438.0, 73.0, 80.0]",0.22696836292743602
612,7,"[918.0, 324.0, 86.0, 97.0]",0.20463503897190002
977,17,"[16.0, 155.0, 358.0, 771.0]",0.351148813962936
977,41,"[382.0, 866.0, 144.0, 161.0]",0.251133382320404
330,18,"[806.0, 110.0, 425.0, 353.0]",0.6493203639984131
330,5,"[720.0, 648.0, 572.0, 240.0]",0.568803071975708
330,5,"[150.0, 629.0, 1155.0, 334.0]",0.538284420967102
330,18,"[105.0, 118.0, 1159.0, 355.0]",0.518704712390899
330,1,"[652.0, 441.0, 671.0, 189.0]",0.5027226805686951
330,5,"[46.0, 607.0, 83.0, 81.0]",0.48880010843276905
330,5,"[1115.0, 737.0, 140.0, 149.0]",0.48811256885528503
330,5,"[49.0, 610.0, 755.0, 159.0]",0.37948629260063105
330,18,"[70.0, 123.0, 515.0, 283.0]",0.347153484821319
330,1,"[18.0, 460.0, 95.0, 103.0]",0.341154515743255
330,8,"[1190.0, 377.0, 73.0, 91.0]",0.328134506940841
330,2,"[488.0, 432.0, 188.0, 141.0]",0.31251177191734303
330,5,"[99.0, 487.0, 1247.0, 325.0]",0.30315375328063904
330,7,"[520.0, 403.0, 780.0, 120.0]",0.289618372917175
330,2,"[42.0, 419.0, 711.0, 179.0]",0.26726800203323303
330,7,"[508.0, 392.0, 353.0, 65.0]",0.263742715120315
330,1,"[100.0, 445.0, 1174.0, 258.0]",0.25177332758903503
330,1,"[1132.0, 450.0, 191.0, 192.0]",0.24212265014648401
330,7,"[1190.0, 378.0, 72.0, 94.0]",0.21898159384727403
245,18,"[1361.0, 15.0, 459.0, 373.0]",0.5882970094680781
245,18,"[652.0, 17.0, 1120.0, 396.0]",0.5131433010101311
245,5,"[552.0, 610.0, 776.0, 151.0]",0.464808702468872
245,5,"[482.0, 614.0, 1132.0, 336.0]",0.416522920131683
245,5,"[1017.0, 637.0, 569.0, 123.0]",0.415089756250381
245,1,"[520.0, 444.0, 93.0, 128.0]",0.37792944908142
245,1,"[1182.0, 404.0, 428.0, 212.0]",0.36501547694206204
245,7,"[576.0, 374.0, 759.0, 189.0]",0.35147017240524203
245,5,"[1258.0, 616.0, 320.0, 118.0]",0.34510850906372004
245,18,"[622.0, 92.0, 451.0, 284.0]",0.303971797227859
245,5,"[1477.0, 627.0, 94.0, 101.0]",0.296280831098556
245,2,"[557.0, 465.0, 817.0, 202.0]",0.286657005548477
245,5,"[533.0, 559.0, 195.0, 150.0]",0.267721772193908
245,1,"[616.0, 416.0, 1055.0, 297.0]",0.26438114047050404
245,1,"[1489.0, 423.0, 120.0, 157.0]",0.26225310564041104
245,1,"[527.0, 442.0, 171.0, 137.0]",0.253442496061325
245,5,"[442.0, 474.0, 1168.0, 318.0]",0.24404287338256803
245,7,"[1233.0, 369.0, 341.0, 96.0]",0.21609431505203203
245,7,"[543.0, 402.0, 63.0, 54.0]",0.21598771214485102
245,5,"[1012.0, 668.0, 121.0, 81.0]",0.20833420753479
245,7,"[855.0, 368.0, 708.0, 203.0]",0.20631025731563502
245,2,"[1010.0, 569.0, 111.0, 92.0]",0.202360421419143
454,31,"[17.0, 11.0, 888.0, 634.0]",0.7814694046974181
454,7,"[1078.0, 695.0, 115.0, 37.0]",0.24004594981670302
640,18,"[10.0, 64.0, 414.0, 383.0]",0.629104971885681
640,7,"[841.0, 413.0, 368.0, 76.0]",0.507766842842102
640,5,"[722.0, 628.0, 564.0, 161.0]",0.49441131949424705
640,7,"[614.0, 412.0, 359.0, 73.0]",0.346708685159683
640,5,"[959.0, 630.0, 277.0, 133.0]",0.344785690307617
640,1,"[597.0, 462.0, 110.0, 73.0]",0.300839066505432
640,5,"[822.0, 655.0, 286.0, 136.0]",0.29611000418663
640,1,"[648.0, 471.0, 612.0, 169.0]",0.288366883993148
640,18,"[38.0, 98.0, 1204.0, 362.0]",0.24149352312088002
640,7,"[648.0, 393.0, 657.0, 113.0]",0.21658581495285
640,16,"[1502.0, 474.0, 308.0, 85.0]",0.20644265413284302
640,2,"[949.0, 482.0, 340.0, 118.0]",0.204007878899574
408,5,"[90.0, 694.0, 165.0, 177.0]",0.7279892563819881
408,18,"[22.0, 43.0, 450.0, 347.0]",0.7083474397659301
408,7,"[73.0, 309.0, 97.0, 110.0]",0.552900314331054
408,1,"[34.0, 408.0, 723.0, 202.0]",0.5273723006248471
408,1,"[73.0, 399.0, 177.0, 199.0]",0.5067734122276301
408,5,"[0.0, 615.0, 1350.0, 349.0]",0.42320817708969105
408,5,"[647.0, 590.0, 751.0, 163.0]",0.42120388150215105
408,1,"[75.0, 422.0, 1340.0, 246.0]",0.40982055664062506
408,7,"[37.0, 339.0, 688.0, 128.0]",0.37148633599281305
408,5,"[1129.0, 574.0, 275.0, 109.0]",0.31966033577919
408,7,"[91.0, 285.0, 1373.0, 285.0]",0.31667086482048
408,1,"[1346.0, 462.0, 68.0, 79.0]",0.31438431143760603
408,5,"[78.0, 601.0, 685.0, 264.0]",0.283536911010742
408,7,"[638.0, 389.0, 768.0, 146.0]",0.264763414859771
408,1,"[643.0, 452.0, 99.0, 84.0]",0.23195883631706202
408,1,"[1143.0, 459.0, 263.0, 101.0]",0.22836513817310303
408,1,"[668.0, 446.0, 703.0, 214.0]",0.208940476179122
408,5,"[0.0, 484.0, 1370.0, 341.0]",0.20759059488773302
408,18,"[65.0, 17.0, 1180.0, 418.0]",0.20726491510868
923,7,"[1275.0, 310.0, 72.0, 91.0]",0.794358134269714
923,1,"[1209.0, 400.0, 203.0, 222.0]",0.7330988049507141
923,31,"[0.0, 0.0, 1829.0, 1080.0]",0.6908712983131401
923,31,"[1257.0, 9.0, 625.0, 1003.0]",0.459558099508285
923,5,"[1243.0, 732.0, 126.0, 145.0]",0.390970110893249
386,5,"[503.0, 614.0, 1228.0, 325.0]",0.6253973841667171
386,5,"[999.0, 760.0, 221.0, 164.0]",0.599753379821777
386,18,"[1030.0, 35.0, 443.0, 342.0]",0.593577802181243
386,7,"[543.0, 264.0, 668.0, 131.0]",0.5429867506027221
386,18,"[390.0, 31.0, 1063.0, 357.0]",0.537718474864959
386,5,"[1652.0, 651.0, 91.0, 95.0]",0.483120560646057
386,5,"[474.0, 503.0, 462.0, 322.0]",0.43761560320854104
386,1,"[512.0, 406.0, 1220.0, 312.0]",0.42906373739242504
386,5,"[474.0, 632.0, 142.0, 176.0]",0.417326182126998
386,5,"[482.0, 670.0, 752.0, 252.0]",0.395997047424316
386,18,"[344.0, 9.0, 467.0, 285.0]",0.332156121730804
386,7,"[871.0, 286.0, 341.0, 105.0]",0.32210025191307
386,5,"[991.0, 682.0, 780.0, 242.0]",0.31647065281867903
386,7,"[1108.0, 281.0, 103.0, 120.0]",0.302820205688476
386,7,"[532.0, 294.0, 550.0, 69.0]",0.30035868287086404
386,1,"[707.0, 382.0, 569.0, 270.0]",0.286104917526245
386,5,"[715.0, 479.0, 257.0, 134.0]",0.273335814476013
386,7,"[968.0, 317.0, 728.0, 156.0]",0.273269265890121
386,1,"[1656.0, 485.0, 155.0, 117.0]",0.24628110229969002
386,7,"[494.0, 287.0, 313.0, 82.0]",0.24161817133426602
386,2,"[448.0, 338.0, 781.0, 204.0]",0.220847249031066
386,1,"[391.0, 326.0, 82.0, 95.0]",0.21965368092060003
386,1,"[1036.0, 438.0, 735.0, 220.0]",0.212229400873184
386,7,"[588.0, 303.0, 68.0, 72.0]",0.20947092771530101
548,31,"[148.0, 16.0, 558.0, 819.0]",0.8098421096801751
548,1,"[1119.0, 491.0, 68.0, 70.0]",0.21189969778060902
616,18,"[716.0, 96.0, 423.0, 351.0]",0.736740589141845
616,1,"[665.0, 424.0, 557.0, 164.0]",0.547290861606597
616,18,"[83.0, 42.0, 1082.0, 378.0]",0.485889106988906
616,5,"[671.0, 577.0, 71.0, 81.0]",0.44543877243995605
616,7,"[1120.0, 368.0, 137.0, 65.0]",0.44487479329109103
616,5,"[678.0, 570.0, 551.0, 151.0]",0.40442338585853504
616,5,"[1088.0, 605.0, 158.0, 124.0]",0.40128859877586304
616,1,"[1108.0, 422.0, 177.0, 141.0]",0.318800032138824
616,5,"[184.0, 557.0, 624.0, 145.0]",0.261517286300659
616,2,"[191.0, 419.0, 77.0, 88.0]",0.231153175234794
